Date;Speed;Density;Bt;Bz
20191125180921;;;4.71;1.95
20191125180922;;;4.64;1.93
20191125180923;;;4.66;1.93
20191125180924;;;4.67;1.94
20191125180925;;;4.65;1.95
20191125180926;;;4.7;2.01
20191125180927;;;4.73;2.04
20191125180928;;;4.73;2.04
20191125180929;;;4.68;2.05
20191125180930;;;4.66;1.93
20191125180931;;;4.69;2.02
20191125180932;;;4.73;2.05
20191125180933;;;4.76;2.11
20191125180934;;;4.77;2.17
20191125180935;;;4.75;2.15
20191125180936;;;4.75;2.06
20191125180937;;;4.78;2.13
20191125180938;;;4.74;2.14
20191125180939;;;4.76;2.16
20191125180940;;;4.74;2.09
20191125180941;;;4.73;2.11
20191125180942;;;4.74;2.16
20191125180943;;;4.66;2.17
20191125180944;;;4.69;2.19
20191125180945;;;4.71;2.15
20191125180946;;;4.76;2.19
20191125180947;;;4.77;2.28
20191125180948;;;4.78;2.27
20191125180949;;;4.76;2.31
20191125180950;;;4.76;2.27
20191125180951;;;4.71;2.16
20191125180952;;;4.68;2.03
20191125180953;;;4.67;1.92
20191125180954;;;4.67;1.89
20191125180955;;;4.65;1.92
20191125180956;;;4.7;2.09
20191125180957;;;4.72;2.06
20191125180958;;;4.65;1.93
20191125180959;;;4.68;2.0
20191125181000;;;4.71;1.95
20191125181001;;;4.65;1.86
20191125181002;;;4.61;1.88
20191125181003;;;4.62;2.03
20191125181004;;;4.64;2.05
20191125181005;;;4.62;2.09
20191125181006;;;4.69;2.23
20191125181007;;;4.65;2.15
20191125181008;;;4.64;2.11
20191125181009;;;4.7;2.07
20191125181010;;;4.68;1.94
20191125181011;;;4.65;1.94
20191125181012;;;4.66;1.79
20191125181013;;;4.61;1.54
20191125181014;;;4.57;1.43
20191125181015;;;4.59;1.7
20191125181016;;;4.73;1.88
20191125181017;;;4.68;1.94
20191125181018;;;4.77;1.99
20191125181019;;;4.7;1.94
20191125181020;;;4.65;1.98
20191125181021;;;4.65;1.92
20191125181022;;;4.62;1.86
20191125181023;;;4.65;1.84
20191125181024;;;4.65;1.85
20191125181025;;;4.66;1.86
20191125181026;;;4.65;1.91
20191125181027;;;4.66;1.94
20191125181028;;;4.7;1.83
20191125181029;;;4.64;1.8
20191125181030;;;4.63;1.79
20191125181031;;;4.58;1.77
20191125181032;;;4.62;1.71
20191125181033;;;4.67;1.82
20191125181034;;;4.66;1.79
20191125181035;;;4.71;1.79
20191125181036;;;4.68;1.76
20191125181037;;;4.67;1.75
20191125181038;;;4.61;1.61
20191125181039;;;4.56;1.55
20191125181040;;;4.54;1.57
20191125181041;;;4.58;1.57
20191125181042;;;4.54;1.57
20191125181043;;;4.56;1.74
20191125181044;;;4.62;1.72
20191125181045;;;4.6;1.57
20191125181046;;;4.58;1.54
20191125181047;;;4.6;1.67
20191125181048;;;4.62;1.56
20191125181049;;;4.69;1.35
20191125181050;;;4.57;1.22
20191125181051;;;4.49;1.32
20191125181052;;;4.49;1.53
20191125181053;;;4.57;1.74
20191125181054;;;4.63;1.39
20191125181055;;;4.63;1.25
20191125181056;;;4.54;0.67
20191125181057;;;4.3;1.2
20191125181058;;;4.51;2.08
20191125181059;;;4.67;2.36
20191125181100;;;4.66;2.46
20191125181101;;;4.7;2.52
20191125181102;;;4.69;2.55
20191125181103;;;4.69;2.53
20191125181104;;;4.72;2.56
20191125181105;;;4.7;2.54
20191125181106;;;4.7;2.65
20191125181107;;;4.71;2.69
20191125181108;;;4.71;2.7
20191125181109;;;4.67;2.7
20191125181110;;;4.66;2.72
20191125181111;;;4.72;3.07
20191125181112;;;4.82;3.16
20191125181113;;;4.8;2.79
20191125181114;;;4.8;2.84
20191125181115;;;4.82;2.88
20191125181116;;;4.77;2.93
20191125181117;;;4.81;3.03
20191125181118;;;4.87;3.03
20191125181119;;;4.85;3.01
20191125181120;;;4.84;2.98
20191125181121;;;4.8;2.96
20191125181122;;;4.78;2.91
20191125181123;;;4.82;2.94
20191125181124;;;4.83;2.97
20191125181125;;;4.82;3.01
20191125181126;;;4.72;2.98
20191125181127;;;4.77;2.99
20191125181128;;;4.82;3.04
20191125181129;;;4.84;3.09
20191125181130;;;4.81;3.18
20191125181131;;;4.81;3.15
20191125181132;;;4.83;3.11
20191125181133;;;4.91;3.23
20191125181134;;;4.87;3.2
20191125181135;;;4.87;3.14
20191125181136;;;4.82;3.21
20191125181137;;;4.82;3.15
20191125181138;;;4.86;3.16
20191125181139;;;4.83;3.24
20191125181140;;;4.84;3.18
20191125181141;;;4.84;3.17
20191125181142;;;4.8;3.08
20191125181143;;;4.77;3.02
20191125181144;;;4.81;2.98
20191125181145;;;4.81;3.08
20191125181146;;;4.84;3.22
20191125181147;;;4.85;3.19
20191125181148;;;4.87;3.13
20191125181149;;;4.86;3.16
20191125181150;;;4.92;3.13
20191125181151;;;4.85;2.98
20191125181152;;;4.89;3.02
20191125181153;;;4.84;2.99
20191125181154;;;4.86;3.07
20191125181155;;;4.81;3.06
20191125181156;;;4.81;3.06
20191125181157;;;4.79;3.11
20191125181158;;;4.82;3.08
20191125181159;;;4.77;2.98
20191125181200;;;4.84;2.95
20191125181201;;;4.84;2.96
20191125181202;;;4.86;2.97
20191125181203;;;4.87;3.07
20191125181204;;;4.91;3.03
20191125181205;;;4.77;2.61
20191125181206;;;4.66;2.42
20191125181207;;;4.88;2.46
20191125181208;;;5.07;1.61
20191125181209;;;5.01;0.76
20191125181210;;;4.85;-0.02
20191125181211;;;4.69;-0.05
20191125181212;;;4.67;0.83
20191125181213;;;4.77;0.69
20191125181214;;;4.64;0.28
20191125181215;;;4.65;0.25
20191125181216;;;4.67;0.32
20191125181217;;;4.79;0.49
20191125181218;;;4.72;0.45
20191125181219;;;4.75;0.4
20191125181220;;;4.74;0.55
20191125181221;;;4.81;0.68
20191125181222;;;4.84;0.58
20191125181223;;;4.83;0.7
20191125181224;;;4.71;0.7
20191125181225;;;4.78;0.78
20191125181226;;;4.84;0.58
20191125181227;;;4.7;0.44
20191125181228;;;4.69;0.63
20191125181229;;;4.84;0.76
20191125181230;;;4.76;0.64
20191125181231;;;4.84;0.61
20191125181232;;;4.92;0.63
20191125181233;;;4.89;0.67
20191125181234;;;4.91;0.66
20191125181235;;;4.83;0.59
20191125181236;;;4.81;0.74
20191125181237;;;4.8;0.87
20191125181238;;;4.84;0.81
20191125181239;;;4.89;0.98
20191125181240;;;4.87;1.02
20191125181241;;;4.89;1.13
20191125181242;;;4.88;1.08
20191125181243;;;4.92;0.85
20191125181244;;;4.83;0.8
20191125181245;;;4.84;0.66
20191125181246;;;4.93;0.61
20191125181247;;;4.93;0.54
20191125181248;;;4.89;0.48
20191125181249;;;4.85;0.65
20191125181250;;;4.71;1.26
20191125181251;;;4.79;1.43
20191125181252;;;4.81;1.44
20191125181253;;;4.74;1.35
20191125181254;;;4.8;1.4
20191125181255;;;4.79;1.39
20191125181256;;;4.78;1.39
20191125181257;;;4.81;1.43
20191125181258;;;4.82;1.43
20191125181259;;;4.84;1.45
20191125181300;;;4.86;1.52
20191125181301;;;4.86;1.52
20191125181302;;;4.86;1.65
20191125181303;;;4.87;1.67
20191125181304;;;4.85;1.64
20191125181305;;;4.79;1.57
20191125181306;;;4.81;1.49
20191125181307;;;4.86;1.49
20191125181308;;;4.86;1.49
20191125181309;;;4.85;1.46
20191125181310;;;4.82;1.37
20191125181311;;;4.8;1.28
20191125181312;;;4.78;1.29
20191125181313;;;4.81;1.28
20191125181314;;;4.82;1.13
20191125181315;;;4.87;1.25
20191125181316;;;4.78;1.25
20191125181317;;;4.87;1.38
20191125181318;;;4.81;1.28
20191125181319;;;4.81;1.17
20191125181320;;;4.79;1.21
20191125181321;;;4.73;1.3
20191125181322;;;4.75;1.42
20191125181323;;;4.81;1.29
20191125181324;;;4.81;1.24
20191125181325;;;4.81;1.22
20191125181326;;;4.83;1.28
20191125181327;;;4.88;1.25
20191125181328;;;4.79;1.19
20191125181329;;;4.78;1.19
20191125181330;;;4.81;1.18
20191125181331;;;4.82;1.16
20191125181332;;;4.81;1.17
20191125181333;;;4.7;1.03
20191125181334;;;4.64;1.05
20191125181335;;;4.74;1.12
20191125181336;;;4.77;1.02
20191125181337;;;4.83;0.93
20191125181338;;;4.84;0.89
20191125181339;;;4.84;0.9
20191125181340;;;4.84;0.82
20191125181341;;;4.85;0.82
20191125181342;;;4.83;0.83
20191125181343;;;4.77;0.8
20191125181344;;;4.85;0.81
20191125181345;;;4.8;0.72
20191125181346;;;4.78;0.69
20191125181347;;;4.84;0.78
20191125181348;;;4.8;0.8
20191125181349;;;4.75;0.77
20191125181350;;;4.8;0.77
20191125181351;;;4.77;0.78
20191125181352;;;4.71;0.76
20191125181353;;;4.71;0.73
20191125181354;;;4.73;0.71
20191125181355;;;4.77;0.81
20191125181356;;;4.75;0.81
20191125181357;;;4.74;0.83
20191125181358;;;4.74;0.8
20191125181359;;;4.72;0.76
20191125181400;;;4.71;0.74
20191125181401;;;4.71;0.78
20191125181402;;;4.69;0.84
20191125181403;;;4.72;0.94
20191125181404;;;4.71;1.06
20191125181405;;;4.69;1.07
20191125181406;;;4.68;1.02
20191125181407;;;4.73;1.13
20191125181408;;;4.68;1.37
20191125181409;;;4.61;1.36
20191125181410;;;4.52;1.42
20191125181411;;;4.51;1.5
20191125181412;;;4.58;1.54
20191125181413;;;4.55;1.01
20191125181414;;;4.64;0.77
20191125181415;;;4.61;0.63
20191125181416;;;4.56;0.63
20191125181417;;;4.66;0.77
20191125181418;;;4.6;0.74
20191125181419;;;4.64;0.95
20191125181420;;;4.62;1.11
20191125181421;;;4.67;1.26
20191125181422;;;4.69;1.47
20191125181423;;;4.69;1.64
20191125181424;;;4.76;2.05
20191125181425;;;4.76;1.45
20191125181426;;;4.71;1.3
20191125181427;;;4.75;1.29
20191125181428;;;4.82;0.95
20191125181429;;;4.84;0.43
20191125181430;;;4.77;-0.61
20191125181431;;;4.59;-0.68
20191125181432;;;4.73;0.58
20191125181433;;;4.62;2.32
20191125181434;;;4.7;2.6
20191125181435;;;4.67;2.29
20191125181436;;;4.57;2.04
20191125181437;;;4.62;2.46
20191125181438;;;4.72;2.74
20191125181439;;;4.82;2.77
20191125181440;;;4.73;2.83
20191125181441;;;4.75;2.79
20191125181442;;;4.84;2.84
20191125181443;;;4.76;2.87
20191125181444;;;4.78;2.84
20191125181445;;;4.8;3.01
20191125181446;;;4.93;2.96
20191125181447;;;4.85;2.84
20191125181448;;;4.91;2.8
20191125181449;;;4.88;2.83
20191125181450;;;4.87;2.88
20191125181451;;;4.84;2.81
20191125181452;;;4.83;2.86
20191125181453;;;4.79;2.84
20191125181454;;;4.76;2.73
20191125181455;;;4.72;2.8
20191125181456;;;4.83;2.86
20191125181457;;;4.78;2.8
20191125181458;;;4.76;2.82
20191125181459;;;4.72;2.78
20191125181500;;;4.78;2.83
20191125181501;;;4.81;2.88
20191125181502;;;4.72;2.88
20191125181503;;;4.72;2.96
20191125181504;;;4.71;2.82
20191125181505;;;4.68;2.93
20191125181506;;;4.66;2.89
20191125181507;;;4.71;2.93
20191125181508;;;4.66;2.83
20191125181509;;;4.61;2.85
20191125181510;;;4.66;2.93
20191125181511;;;4.64;2.98
20191125181512;;;4.6;3.04
20191125181513;;;4.63;2.98
20191125181514;;;4.67;2.99
20191125181515;;;4.64;2.94
20191125181516;;;4.62;2.95
20191125181517;;;4.63;2.99
20191125181518;;;4.66;3.02
20191125181519;;;4.65;3.0
20191125181520;;;4.69;3.05
20191125181521;;;4.71;3.03
20191125181522;;;4.69;3.05
20191125181523;;;4.69;3.08
20191125181524;;;4.74;3.16
20191125181525;;;4.73;3.15
20191125181526;;;4.72;3.17
20191125181527;;;4.71;3.1
20191125181528;;;4.68;3.03
20191125181529;;;4.72;3.06
20191125181530;;;4.69;3.01
20191125181531;;;4.66;3.05
20191125181532;;;4.68;3.05
20191125181533;;;4.69;3.0
20191125181534;;;4.7;3.02
20191125181535;;;4.68;3.06
20191125181536;;;4.72;3.11
20191125181537;;;4.71;3.12
20191125181538;;;4.7;3.15
20191125181539;;;4.65;3.13
20191125181540;;;4.68;3.24
20191125181541;;;4.73;3.28
20191125181542;;;4.76;3.29
20191125181543;;;4.78;3.33
20191125181544;;;4.77;3.38
20191125181545;;;4.85;3.38
20191125181546;;;4.81;3.26
20191125181547;;;4.78;3.15
20191125181548;;;4.89;3.32
20191125181549;;;4.82;3.31
20191125181550;;;4.83;3.29
20191125181551;;;4.79;3.31
20191125181552;;;4.89;3.43
20191125181553;;;4.91;3.38
20191125181554;;;4.96;3.48
20191125181555;;;4.77;3.26
20191125181556;;;4.82;3.3
20191125181557;;;4.79;3.35
20191125181558;;;4.9;3.39
20191125181559;;;4.99;3.39
20191125181600;;;5.04;3.44
20191125181601;;;4.94;3.29
20191125181602;;;4.8;3.16
20191125181603;;;4.83;3.33
20191125181604;;;4.82;3.42
20191125181605;;;4.82;3.48
20191125181606;;;4.78;3.37
20191125181607;;;4.79;3.34
20191125181608;;;4.62;3.2
20191125181609;;;4.8;3.48
20191125181610;;;4.79;3.2
20191125181611;;;4.67;3.23
20191125181612;;;4.86;3.16
20191125181613;;;4.88;3.12
20191125181614;;;4.91;3.5
20191125181615;;;4.92;3.5
20191125181616;;;4.95;3.59
20191125181617;;;4.96;3.65
20191125181618;;;4.98;3.6
20191125181619;;;4.92;3.82
20191125181620;;;5.11;4.32
20191125181621;;;5.12;3.81
20191125181622;;;4.86;3.29
20191125181623;;;4.85;2.82
20191125181624;;;4.74;2.64
20191125181625;;;4.81;2.84
20191125181626;;;4.61;2.89
20191125181627;;;4.62;3.07
20191125181628;;;4.67;3.27
20191125181629;;;4.85;3.7
20191125181630;;;5.04;3.67
20191125181631;;;4.89;3.44
20191125181632;;;4.8;3.23
20191125181633;;;4.74;3.15
20191125181634;;;4.84;3.53
20191125181635;;;4.8;3.2
20191125181636;;;4.83;2.76
20191125181637;;;5.0;2.91
20191125181638;;;4.96;2.99
20191125181639;;;5.0;3.45
20191125181640;;;5.06;3.75
20191125181641;;;5.12;3.82
20191125181642;;;5.04;3.61
20191125181643;;;5.0;3.51
20191125181644;;;4.9;3.48
20191125181645;;;4.8;3.48
20191125181646;;;4.87;3.59
20191125181647;;;4.93;3.39
20191125181648;;;4.9;3.48
20191125181649;;;5.07;3.5
20191125181650;;;4.97;3.61
20191125181651;;;4.87;3.64
20191125181652;;;4.83;3.51
20191125181653;;;4.88;3.51
20191125181654;;;4.85;3.3
20191125181655;;;4.86;3.14
20191125181656;;;4.87;3.42
20191125181657;;;4.98;3.68
20191125181658;;;4.88;3.52
20191125181659;;;4.88;3.62
20191125181700;;;4.9;3.74
20191125181701;;;4.83;3.77
20191125181702;;;5.02;3.89
20191125181703;;;4.94;3.65
20191125181704;;;4.91;3.39
20191125181705;;;4.85;2.98
20191125181706;;;4.95;2.86
20191125181707;;;4.96;3.09
20191125181708;;;4.78;3.16
20191125181709;;;4.76;2.96
20191125181710;;;4.82;2.95
20191125181711;;;4.64;2.3
20191125181712;;;4.64;0.83
20191125181713;;;4.86;-0.31
20191125181714;;;4.47;0.52
20191125181715;;;4.59;2.17
20191125181716;;;4.86;2.77
20191125181717;;;4.85;3.25
20191125181718;;;4.79;3.35
20191125181719;;;4.81;3.39
20191125181720;;;4.84;3.42
20191125181721;;;4.81;3.39
20191125181722;;;4.82;3.46
20191125181723;;;4.88;3.64
20191125181724;;;4.88;3.74
20191125181725;;;4.85;3.7
20191125181726;;;4.83;3.7
20191125181727;;;4.8;3.7
20191125181728;;;4.79;3.69
20191125181729;;;4.78;3.59
20191125181730;;;4.8;3.71
20191125181731;;;4.86;3.69
20191125181732;;;4.75;3.58
20191125181733;;;4.7;3.54
20191125181734;;;4.74;3.55
20191125181735;;;4.78;3.56
20191125181736;;;4.63;3.49
20191125181737;;;4.89;3.3
20191125181738;;;4.68;3.3
20191125181739;;;4.75;3.88
20191125181740;;;4.81;3.64
20191125181741;;;4.82;3.58
20191125181742;;;4.81;3.37
20191125181743;;;4.75;3.33
20191125181744;;;4.71;3.42
20191125181745;;;4.81;3.46
20191125181746;;;4.8;3.34
20191125181747;;;4.79;3.4
20191125181748;;;4.77;3.42
20191125181749;;;4.79;3.41
20191125181750;;;4.77;3.43
20191125181751;;;4.79;3.51
20191125181752;;;4.74;3.43
20191125181753;;;4.76;3.37
20191125181754;;;4.76;3.38
20191125181755;;;4.72;3.4
20191125181756;;;4.78;3.38
20191125181757;;;4.76;3.37
20191125181758;;;4.79;3.37
20191125181759;;;4.77;3.32
20191125181800;;;4.73;3.27
20191125181801;;;4.73;3.22
20191125181802;;;4.76;3.26
20191125181803;;;4.77;3.27
20191125181804;;;4.79;3.27
20191125181805;;;4.69;3.18
20191125181806;;;4.76;3.24
20191125181807;;;4.8;3.31
20191125181808;;;4.8;3.22
20191125181809;;;4.85;3.2
20191125181810;;;4.9;3.14
20191125181811;;;4.78;3.08
20191125181812;;;4.72;3.1
20191125181813;;;4.77;3.27
20191125181814;;;4.71;3.32
20191125181815;;;4.74;3.35
20191125181816;;;4.85;3.45
20191125181817;;;4.87;3.59
20191125181818;;;4.91;3.4
20191125181819;;;4.82;3.13
20191125181820;;;4.73;3.09
20191125181821;;;4.68;3.18
20191125181822;;;4.78;3.24
20191125181823;;;4.78;3.14
20191125181824;;;4.77;3.04
20191125181825;;;4.95;3.32
20191125181826;;;4.91;3.28
20191125181827;;;4.84;3.3
20191125181828;;;4.79;3.53
20191125181829;;;4.83;3.54
20191125181830;;;4.92;3.58
20191125181831;;;4.92;3.57
20191125181832;;;4.91;3.63
20191125181833;;;4.99;3.69
20191125181834;;;4.98;3.62
20191125181835;;;4.89;3.45
20191125181836;;;4.81;3.4
20191125181837;;;4.83;3.41
20191125181838;;;4.86;3.47
20191125181839;;;4.83;3.51
20191125181840;;;4.87;3.56
20191125181841;;;4.85;3.52
20191125181842;;;4.88;3.56
20191125181843;;;4.79;3.6
20191125181844;;;4.84;3.65
20191125181845;;;4.8;3.57
20191125181846;;;4.8;3.54
20191125181847;;;4.84;3.54
20191125181848;;;4.85;3.53
20191125181849;;;4.88;3.59
20191125181850;;;4.95;3.76
20191125181851;;;4.91;3.74
20191125181852;;;4.93;3.68
20191125181853;;;4.84;3.61
20191125181854;;;4.84;3.57
20191125181855;;;4.77;3.58
20191125181856;;;4.91;3.66
20191125181857;;;4.89;3.66
20191125181858;;;4.87;3.58
20191125181859;;;4.84;3.56
20191125181900;;;4.83;3.66
20191125181901;;;4.9;3.68
20191125181902;;;4.87;3.58
20191125181903;;;4.85;3.52
20191125181904;;;4.8;3.54
20191125181905;;;4.8;3.56
20191125181906;;;4.88;3.64
20191125181907;;;4.88;3.71
20191125181908;;;4.85;3.71
20191125181909;;;4.87;3.68
20191125181910;;;4.89;3.64
20191125181911;;;4.85;3.53
20191125181912;;;4.79;3.48
20191125181913;;;4.78;3.52
20191125181914;;;4.79;3.55
20191125181915;;;4.82;3.63
20191125181916;;;4.81;3.68
20191125181917;;;4.77;3.67
20191125181918;;;4.76;3.71
20191125181919;;;4.71;3.66
20191125181920;;;4.71;3.64
20191125181921;;;4.77;3.64
20191125181922;;;4.84;3.66
20191125181923;;;4.78;3.65
20191125181924;;;4.79;3.71
20191125181925;;;4.83;3.74
20191125181926;;;4.83;3.73
20191125181927;;;4.79;3.71
20191125181928;;;4.82;3.71
20191125181929;;;4.88;3.78
20191125181930;;;4.75;3.69
20191125181931;;;4.82;3.74
20191125181932;;;4.81;3.77
20191125181933;;;4.78;3.82
20191125181934;;;4.81;3.89
20191125181935;;;4.78;3.83
20191125181936;;;4.8;3.82
20191125181937;;;4.8;3.8
20191125181938;;;4.84;3.85
20191125181939;;;4.82;3.81
20191125181940;;;4.78;3.7
20191125181941;;;4.77;3.69
20191125181942;;;4.78;3.63
20191125181943;;;4.79;3.6
20191125181944;;;4.77;3.61
20191125181945;;;4.81;3.6
20191125181946;;;4.8;3.58
20191125181947;;;4.81;3.71
20191125181948;;;4.86;3.59
20191125181949;;;4.76;3.45
20191125181950;;;4.71;3.18
20191125181951;;;4.69;2.98
20191125181952;;;4.64;2.91
20191125181953;;;4.76;3.14
20191125181954;;;4.78;3.28
20191125181955;;;4.81;3.38
20191125181956;;;4.8;3.4
20191125181957;;;4.8;3.47
20191125181958;;;4.83;3.53
20191125181959;;;4.72;3.4
20191125182000;;;4.71;3.38
20191125182001;;;4.7;3.15
20191125182002;;;4.73;3.16
20191125182003;;;4.68;3.19
20191125182004;;;4.73;3.35
20191125182005;;;4.78;3.46
20191125182006;;;4.78;3.4
20191125182007;;;4.77;3.27
20191125182008;;;4.77;3.23
20191125182009;;;4.8;3.35
20191125182010;;;4.8;3.27
20191125182011;;;4.72;3.22
20191125182012;;;4.77;3.24
20191125182013;;;4.76;3.17
20191125182014;;;4.65;3.06
20191125182015;;;4.68;3.08
20191125182016;;;4.74;3.06
20191125182017;;;4.72;3.15
20191125182018;;;4.77;3.37
20191125182019;;;4.68;3.36
20191125182020;;;4.67;3.21
20191125182021;;;4.68;3.06
20191125182022;;;4.72;2.99
20191125182023;;;4.79;3.2
20191125182024;;;4.77;3.31
20191125182025;;;4.79;3.52
20191125182026;;;4.74;3.45
20191125182027;;;4.69;3.38
20191125182028;;;4.81;3.5
